name,area,address,cost,timings,rating,cuisines,contact,highlights
Royal Tiffin Center,Abids,"Sri Rama Towers, Bogulkunta Crossroad, Abids, Hyderabad",₹550,9 AM to 11 PM,2.8,South Indian,Not Available,
Dimmy's Pan Palace,Abids,"Near Crazy Chicks, Bogulkunta, Abids, Hyderabad",₹700,"12 Noon to 9:30 PM (Tue-Sun), Mon Closed",3.5,"Street Food, Juices, Fast Food","040 65769996, +91 9494445644",Outdoor Seating
Burger King,Hitech City,"3rd Floor Inorbit Mall, Hitech City, Hyderabad",₹600,11 AM to 11 PM (Mon-Sun),2.5,"Fast Food, American",040 33165741,Wifi
Chaat Room,Necklace Road,"Eat Street, Necklace Road, Hyderabad",₹200,9 AM to 10:30 PM,3.7,Street Food,+91 9346377589,Outdoor Seating
Beats N Bites,Hitech City,"103, SBR Gateway, Cyber Gateway, Hitech City, Hyderabad",₹750,12 Noon to 11 PM,3.4,"North Indian, South Indian, Chinese, Continental",040 33165731,"Live Music, Valet Parking Available, Smoking Area, Wifi, Live Sports Screening"
The Palette,Banjara Hills,"Casa Luxurio, 8-2-403/4, Road 4, Banjara Hills, Hyderabad",₹450,11 AM to 4 AM,3.5,"Chinese, North Indian","+91 9000101642, 040 66305555",Wifi
Bombay Chat & Ice Cream,M.G. Road,"Next to KFC, M.G. Road, Secunderabad",₹600,12 Noon to 11 PM,3.5,"Street Food, Desserts",+91 9866160328,"Outdoor Seating, Desserts and Bakes"
Spicy Crunch,Kukatpally,"3rd Floor, Food Court, Manjeera Trinity Mall, Kukatpally, Hyderabad","₹2,000",5 AM to 11 PM,3.4,"Fast Food, Street Food, Chinese","+91 9618619876, +91 9618629876","Valet Parking Available, Zomato Fulfilled Delivery"
Cafe Coffee Day - The Lounge,S P Road,"G 1, Ashok Bhopal Chambers, S P Road, Secunderabad",₹900,6 PM to 10 PM,2.7,Cafe,"+91 9347215357, +91 9705004716",Wifi
Playstreat,Gachibowli,"3rd Floor, Trendz Dwarka, Telecom Nagar, Gacchibowli, Gachibowli, Hyderabad",₹350,"12:30 PM to 10:30 PM (Mon-Tue),12:30 PM to 11 PM (Wed, Fri, Sat, Sun), 12:30 PM to 10:24 PM (Thu)",2.2,"Cafe, Italian","040 23002440, +91 9966600076","Wifi, Live Sports Screening, Kid Friendly, Board Games"
Hari OM Pure Ghee Sweets,Madhapur,"Shop 1-100, Opposite Indian Oil Petrol Pump, Madhapur, Hyderabad",₹500,12 Noon to 12 Midnight,2.7,"Desserts, Street Food","040 40061101, +91 9849793705",Desserts and Bakes
La Calypso,Hafeezpet,"La Calypso, Opposite Bharat Petrol Pump, Old Hafeezpet, Hafeezpet, Hyderabad",₹450,7 AM to 11 PM,3.3,"Goan, Chinese, Continental, Mughlai","040 45459090, +91 9581776719","Outdoor Seating, Valet Parking Available, Smoking Area"
Bheema's Take Away,Manikonda,"Beside Community Hall, Osmania University Colony, Shaikpet, Manikonda, Hyderabad",₹650,"12:30 PM to 3:30 PM, 6:30 PM to 9:30 PM (Mon-Sat), Sun Closed",3.4,"North Indian, Chinese, Biryani","+91 9666934949, 040 23569488",
Hyderabadi Kababs,Banjara Hills,"8-2-603/B/30/2, Zehranagar, Road 10, Banjara Hills, Hyderabad",₹200,12 Noon to 12 Midnight,3.3,"North Indian, Chinese",040 65097291,
Haldi - Novotel Hyderabad Airport,Shamshabad,"Novotel Hotels,  Hyderabad Airport, Shamshabad, Hyderabad",₹600,10:30 AM to 11 PM,3.3,"Hyderabadi, North Indian, Mughlai",040 33165138,4/5 Star
Ullasa - Athithi Inn,Ameerpet,"Athithi Inn, Dharam Karan Road, Ameerpet, Hyderabad",₹250,11 AM to 10:30 PM,3.4,"North Indian, Andhra, Chinese","040 23739091, +91 9010611666","Outdoor Seating, Valet Parking Available, Smoking Area"
King Of Kebabs,Jubilee Hills,"Syala Drive In, Plot 265, Road 10, Beside HDFC Bank, Jubilee Hills, Hyderabad",₹400,"11 AM to 4:30 PM, 6:30 PM to 11 PM",3.8,North Indian,+91 9959942211,"Outdoor Seating, Wifi, Zomato Fulfilled Delivery"
Bagara,S D Road,"Next To HDFC Bank, S D Road, Secunderabad",₹300,12 Noon to 11 PM,3.3,"North Indian, Chinese",+91 9000114000,"Outdoor Seating, Wifi"
Apni Rasoi,Bowenpally,"Leo Prithvi Plaza, Centre Point, Bapuji Nagar, Bowenpally, Secunderabad","₹1,500",6:30 AM to 10 PM,3.5,"North Indian, Chinese",040 40024416,
The Bowl House,Hitech City,"Inorbit Mall, 4th Floor, Food Court, Hitech City, Hyderabad",₹250,24 Hours,2.6,"Chinese, Thai, Asian",Not Available,
Mini Melts,Necklace Road,"3rd Level, Prasads Multiplex, Beside NTR Gardens, Necklace Road, Hyderabad",₹450,7 AM to 11 PM,2.9,"Ice Cream, Desserts","+91 8801318180, +91 9840277000",Desserts and Bakes
Flavours - Aditya Hometel,Ameerpet,"Aditya Hometel, Beside Satyam Theater, Balkampet Road, Ameerpet, Hyderabad",₹600,11 AM to 11 PM,2.5,"North Indian, Chinese",+91 9246103331,"Valet Parking Available, Buffet"
Sri Navya Sai Bihari Hotel,Gachibowli,"Near Bus Stop, Indra Nagar, Gachibowli, Hyderabad",₹450,10 AM to 10 PM,3.6,"North Indian, Bihari",+91 9441674841,
Sultan Bin Ibrahim Masqati,Charminar,"22-4-470, Alijah Kotla, Near Charminar, Charminar, Hyderabad",₹250,11:30 AM to 11 PM,3.5,"Fast Food, Ice Cream, Desserts","040 24561039, 040 24525186",Desserts and Bakes
Frescos Pizza,Lingampally,"Road 12, Vidyut Nagar, MIG Phase 2, BHEL, Lingampally, Hyderabad",₹350,11 AM to 12 Midnight,3.5,Pizza,"040 23023456, +91 9032044048",
Stallion - Royal Reve Hotel,S D Road,"Royal Reve Hotel, 9-1-166/A, Opposite Sigma Hospital, S D Road, Secunderabad",₹450,11 AM to 10:30 PM,3.4,Finger Food,"+91 8686750612, +91 7799888640","Valet Parking Available, Above 18 Only, Smoking Area, Cocktail, Free Parking, Wifi, Nightlife"
Amore Gourmet Gelato,Necklace Road,"1st Floor, Prasads Multiplex, Beside NTR Garden, Necklace Road, Hyderabad",₹600,10 AM to 11 PM,3.2,"Ice Cream, Desserts","040 66773391, +91 9246393022",Desserts and Bakes
Born 2 Eat,Madhapur,"Near Krish Sapphire Building, Madhapur, Hyderabad",₹300,11:30 AM to 11:30 PM,2.6,"North Indian, Oriya, Bengali","040 65506050, +91 7306088745",Wifi
Chicking,Hitech City,"Building 9, Raheja IT Park, Hitech City, Hyderabad",₹200,7:30 PM to 11:30 PM,3.3,Fast Food,"040 65642222, 040 64638638",Wifi
Le Bistrot,Madhapur,"Opposite Image Hospital, Vittal Rao Nagar, Hitech City Road, Madhapur, Hyderabad","₹1,200",11 AM to 11 PM,2.7,"Chinese, North Indian, Biryani",+91 9010444828,
Hotel Shahran,Charminar,"Beside Nice General Store, Urdu Gali, Gulzar Houz, Charminar, Hyderabad",₹200,"2 PM to 10 PM (Mon-Sat), Sun Closed",3.5,"Street Food, Biryani","+91 9949925597, +91 9985258232",No Parking Available
Kolkatta Roll,Kondapur,"Opposite Apollo Clinic, Kothaguda Cross Road, Kondapur, Hyderabad",₹300,11 AM to 11 PM,3.5,Fast Food,+91 8686878977,
Ustaad -E- Rasoi,Sainikpuri,"4, Vijayapuri Colony, Sainikpuri, Secunderabad",₹450,"7 AM to 12 Noon, 6 PM to 10 PM (Mon, Tue, Thu, Fri, Sat, Sun), Closed (Wed)",3.4,"North Indian, Chinese, Biryani","+91 7702148717, +91 7025596224",
Rock Stone Ice Cream Factory,Banjara Hills,"Road 12, Opposite Kaman, Beside Audi Car Showroom, Banjara Hills, Hyderabad",₹800,11 AM to 11 PM,3.5,"Desserts, Ice Cream",040 64444466,"Wifi, Desserts and Bakes, Outdoor Seating"
Arbab Riyaan Hotel,Tolichowki,"Seven Tombs Road, Tolichowki Cross Roads, Tolichowki, Hyderabad",₹350,10 AM to 10 PM,3.4,"Hyderabadi, Biryani, North Indian",+91 9908832122,
Mai Ki Rasoi,Himayath Nagar,"3-3-91, Street 19, Near Vijay Diagnostic, Himayath Nagar, Hyderabad","₹1,200",11 AM to 12 Midnight,3.2,North Indian,"040 64553885, +91 9246543885",
Swapna Skybox,Attapur,"3-4-115, Near Pillar No 143, Attapur, Hyderabad","₹1,000",7:30 AM to 11 PM,3.5,"North Indian, Chinese",040 33194184,"Valet Parking Available, Smoking Area, Nightlife, Rooftop, Free Parking, Outdoor Seating, Private Dining Area Available, Live Sports Screening"
Gokul Chat,Abids,"Opposite Ramakrishna Theatre, JN Road, Abids, Hyderabad",₹500,5 PM to 10 PM,2.6,Street Food,+91 9949274444,
Hello Paratha,Gachibowli,"Vijay Nagar Colony, Near IIIT Circle, Gachibowli, Hyderabad",₹400,11 AM to 11 PM,2.8,North Indian,040 64446666,
Shriji Rasoi,Lingampally,"Ground Floor, Gulmohar Park, Serilingampally, Lingampally, Hyderabad",₹350,11 AM to 11 PM,3.4,North Indian,"040 23012121, +91 9030001932",
Aahar,Habsiguda,"Street 8, Opposite Himavathi Appartments, Near Spencer Super Market, Habsiguda, Hyderabad",₹500,11 AM to 11 PM,3.4,"North Indian, Chinese, Biryani","040 65150505, 040 65152525",
Swathi Tiffins,Somajiguda,"Beside Sandeep Wines, Opposite Yamaha Showroom, Somajiguda, Hyderabad",₹400,11 AM to 12 Midnight,3.7,"South Indian, Street Food, Chinese, North Indian",+91 9963122835,
Coffee Shop - The Manohar,Begumpet,"The Manohar, Begumpet Airport Exit Road, Begumpet, Hyderabad",₹500,1 PM to 2 AM,3.5,"Andhra, North Indian, Continental","+91 9246228373, +91 7732091111","4/5 Star, Valet Parking Available, Smoking Area, Wifi, Buffet"
Chilly's,M.G. Road,"Raj Classic Inn, 50, Near HDFC Bank, M.G. Road, Secunderabad",₹550,11 AM to 10:30 PM,3.3,"South Indian, North Indian, Chinese, Continental","040 27815291, 040 27720900",Wifi
Hang Out,Sainikpuri,"Plot 90, HMT Bearing Officers Colony, Near Sai Baba Temple, Sainikpuri, Secunderabad","₹2,200",12 Noon to 11 PM,2.7,"Arabian, Chinese, Mughlai","040 33014024, 040 65556765",
Finjaan,Banjara Hills,"Opposite Irani Consulate, Road 7, Banjara Hills, Hyderabad",₹150,1 PM to 10:30 PM,3.3,"Cafe, Beverages, Tea","040 24600777, +91 9849217262",
Seasons Xprs,Ameerpet,"Inayat Sultan Commercial Centre, Opposite HUDA Maitrivanam, Ameerpet, Hyderabad",₹150,"10:30 AM to 4 PM, 6 PM to 10:30 PM",3.3,"Lebanese, Arabian",+91 8500335050,
Shahi Biryani Darbaar,Trimulgherry,"Trimugherry Cross Roads, Trimulgherry, Secunderabad",₹800,11 AM to 11 PM,3.3,"North Indian, Chinese, Fast Food","+91 9246190786, +91 8801701786",Free Parking
Kababish Food Court,Yousufguda,"Allahabad Bank, Yousufguda Main Road, Yousufguda, Hyderabad",₹150,9 AM to 10:30 PM,3.4,"North Indian, Chinese",+91 9346643650,
De Revive Cafe & Restro,Dilsukhnagar,"Plot 16-11-740/6, 4th Floor, Near Konark Diagnostic Centre, Gaddiannaram, Saidabad, Dilsukhnagar, Hyderabad",₹750,11:30 AM to 12 Midnight,3.6,Cafe,"+91 9985857789, +91 9177391591","Outdoor Seating, Wifi"
Vasudo Dhaba Inn,PG Road,"1-8-32/60 A, Sindhi Bhawan, Sindhi Colony Lane, Bapu Bagh Colony, PG Road, Secunderabad",₹150,"12:30 PM to 11:30 PM (Mon-Thu), Fri, Sat & Sun Closed",2.7,"North Indian, Chinese","040 65871972, 040 66203370",
The Grill - Vivanta By Taj,Begumpet,"Vivanta By Taj, 1-10-147 & 148, Mayuri Marg, Begumpet, Hyderabad",₹550,11 AM to 11 PM,2.9,"Mughlai, Moroccan, Lebanese, Middle Eastern","040 67252626, +91 7416713830","Outdoor Seating, 4/5 Star"
Classic Ice Cream,Malakpet,"Akbar Plaza Nalgonda Cross Road, Opposite Masjid, Malakpet, Hyderabad",₹550,12 Noon to 11 PM,2.4,"Ice Cream, Desserts",040 66782070,Desserts and Bakes
The Shawarma Shack,Madhapur,"Inorbit Mall Road, Near NCC Building, Madhapur, Hyderabad",₹150,10:30 AM to 10:30 PM,3.5,"Arabian, Street Food",+91 8374606060,"Outdoor Seating, Smoking Area"
Dhruva Restaurant & Bar,Manikonda,"Plot 2, Sreeram Nagar Colony, Pappalguda, Manikonda, Hyderabad",₹600,7 AM to 11:30 PM,2.8,"North Indian, Chinese","040 65456633, +91 9640876853","Live Sports Screening, Smoking Area"
Granny's Millets & Grains,A S Rao Nagar,"Plot 15, Naya Kranthi Nagar, High Tension Road, Kapra, A S Rao Nagar, Secunderabad",₹200,12 Noon to 12 Midnight,3.3,South Indian,"+91 9581285893, 040 27137077","Valet Parking Available, Live Music, Buffet"
Behrouz Biryani,Gachibowli,"Gachibowli, Hyderabad","₹1,000",12:30 PM to 12 Midnight,2.7,"Mughlai, Biryani",18002700928,
Goli Vada Pav No. 1,Kacheguda,"Shop 3&4, Near ICICI Bank,Barkatpura, Kacheguda, Hyderabad",₹500,11 AM to 11 PM,3.2,"Street Food, Maharashtrian","+91 8106111463, +91 8897814399",
The Wingster,Madhapur,"The Street, Near Meridian School, Siddhi Vinayak Nagar, 100 Feet Road, Madhapur, Hyderabad",₹450,1 PM to 11:30 PM,2.6,"American, Fast Food",040 33165376,
Eat N Enjoy,Kacheguda,"Hotel Vaishnaoi, 3-2-848/1, Station Road, Kacheguda, Hyderabad",₹200,12 Noon to 10:30 PM,2.5,"North Indian, Chinese, Street Food, Fast Food","040 24743388, +91 8008300472","Valet Parking Available, Buffet, Wifi"
Sam's Kitchen,PG Road,"1, Near Dimmy Pan Shop, PG Road, Secunderabad",₹650,9 AM to 10 PM,2.8,Fast Food,+91 9885506969,
Hotel Vinflora,Srinagar Colony,"157, Kamalapuri Colony, Main Road, Srinagar Colony, Hyderabad",₹250,11 AM to 11 PM,2.6,"North Indian, Chinese, Biryani","040 23608922, +91 9700069933",Wifi
Triptify,Gachibowli,"3083, Behind Home Experts, Gachibowli, Hyderabad",₹550,12 Noon to 12 Midnight,3.7,North Indian,+91 9640211100,
Sri Vengamamba Grand,Attapur,"Pillar 154, Above Reliance Digital, Attapur, Hyderabad",₹450,"12 Noon to 3:30 PM, 7 PM to 11 PM",3.6,"North Indian, Biryani, Andhra, Seafood",040 33165230,Valet Parking Available
Eat Burp Repeat,Madhapur,"The Street, Near Meridian School, Siddhi Vinayak Nagar, 100 Feet Road, Madhapur, Hyderabad",₹250,"12 Noon to 3 PM, 6 PM to 10:30 PM",3.6,Chinese,040 33165324,
China Town,Jubilee Hills,"Syala Drive In, Plot 265, Road 10, Beside HDFC Bank, Jubilee Hills, Hyderabad",₹500,6 AM to 10:30 PM,3.2,Chinese,Not Available,"Outdoor Seating, Smoking Area, Zomato Fulfilled Delivery, Wifi, Live Sports Screening"
Roti Wala,Ameerpet,"7-1-448, Beside Sonabai Temple, Near Satyam Theater, Balkampet Road, Ameerpet, Hyderabad",₹450,11 AM to 11 PM,3.4,"Chinese, North Indian",+91 8464943314,
Raja Rani Ruchulu,Kukatpally,"Beside V V Statue, Opposite Ramdevrao Hospital,  Vivekananda Nagar, Kukatpally, Hyderabad",₹800,"12 Noon to 4 PM, 7 PM to 11 PM",2.8,"South Indian, Chinese, Biryani","+91 9966626000, +91 9966627000",
Suraj Fast Food,Boiguda,"1-1-725/E, Street 9, Gandhi Nagar, Boiguda, Hyderabad",₹40,11 AM to 12 Midnight,3.2,"Street Food, Chinese, North Indian",+91 9966202094,Outdoor Seating
New King Chinese Restaurant,Bowenpally,"Plot 80, Opposite Parkview Enclave, Behind Ashok Garden, Old Bowenpally, Bowenpally, Secunderabad",₹400,1 PM to 10 PM,3.6,Chinese,"040 42615059, +91 9989081111",
The Dhaba,Banjara Hills,"3rd Floor, Food Court, GVK One, Road 1, Banjara Hills, Hyderabad",₹450,"7 AM to 10:30 AM, 12 Noon to 3:30 PM, 7 PM to 11 PM",2.8,North Indian,Not Available,
Bakers Inn,Kondapur,"SMR Vinay Technopolis, Kondapur, Hyderabad",₹500,7 AM to 10:30 PM,3.4,"Bakery, Desserts, Fast Food",+91 9000882019,Desserts and Bakes
Aqeeq,Masab Tank,"Maheshwari Complex, Near Chacha Nehuru Park, Masab Tank, Hyderabad",₹500,2 PM to 10 PM,3.4,"Biryani, North Indian, Chinese, Arabian",040 64555187,
Chepotle,Hitech City,"Beside Phoenix Avance Business Hub, IT/SEZ, Hitech City, Hyderabad",₹550,11 AM to 11 PM,3.6,Mexican,"+91 9966668448, +91 9100931551",
Arka,Film Nagar,"8-2-293/82/F/A-77, Film Nagar Road No -15 Next Line To Sai Baba Temple, Film Nagar, Hyderabad",₹100,11 AM to 12 Midnight,3.5,Cafe,040 65646263,"Wifi, Outdoor Seating"
Hyderabad Restaurant,Yousufguda,"Yousufguda Circle, Yousufguda, Hyderabad",₹300,6 AM to 10:30 PM,3.4,"North Indian, Chinese",040 23736949,
Dairy Den,S D Road,"33, S D Road, Secunderabad",₹200,12 Noon to 11 PM,3.3,"Ice Cream, Desserts, Fast Food","040 27700828, +91 9666876066",Desserts and Bakes
Mee Ruchi,Paradise Circle,"Opposite Ambassador Hotel, Paradise Circle, Secunderabad",₹450,5 AM to 11 PM,2.6,"South Indian, North Indian, Chinese","+91 9100077655, 040 40203881","Valet Parking Available, All Day Breakfast, Free Parking, Private Dining Area Available, Vegetarian Friendly"
Al-Afzal Mataam Al-Mandi,Banjara Hills,"Shop 8-2-603/B/34/24, Zahera Nagar, Near IAS Quarters, Road 10, Banjara Hills, Hyderabad",₹350,12 Noon to 11 PM,-,Arabian,"+91 9700254469, +91 9030607593",
Pind Haveli,Gachibowli,"Near Aparna Shangrila, Gowlidoddi Road, Gachibowli, Hyderabad",₹700,10 AM to 11 PM,2.9,"Biryani, North Indian, Chinese","+91 8886501010, +91 8886891010",Wifi
Spicy Corner,Tarnaka,"12-13-282, Street 9, Lane Beside St. Ann's High School, Tarnaka, Hyderabad",₹600,12 Noon to 12 Midnight,3.2,"North Indian, Chinese, Biryani","040 64556627, +91 9246566627",Buffet
Scoops Tiffin Centre,Begum Bazaar,"Gole Masjid, Siddambar Bazaar, Begum Bazaar, Hyderabad",₹500,11 AM to 11:30 PM,3.3,South Indian,+91 9849137987,Outdoor Seating
Burger Zone,Malakpet,"Jamuna Towers, Nalgonda Cross Roads, Malakpet, Hyderabad",₹900,12 Noon to 10:30 PM,3.3,"Fast Food, Burger",+91 9966383872,Outdoor Seating
Cane Xpress,Nizampet,"Bhavyas Srinivasam Complex, Nizampet Road, Nizampet, Hyderabad",₹300,"11 AM to 4 PM, 7 PM to 10:30 PM",3.6,"Beverages, Juices",+91 9391490048,
New Santosh Family Dhaba,Jeedimetla,"Opposite Ranga Bhuianga Theatre Lane, Andhara Bank, Shapur Nagar Main Road, Jeedimetla, Hyderabad",₹150,11 AM to 11 PM,3.2,"North Indian, Chinese","040 65554006, +91 9848594006",
Sri Raadhe Chills & Thrills,Abids,"10-11, Needs Arcade Complex, Boggulkuntta Crossroad, Abids, Hyderabad",₹300,9 AM to 11 PM,2.7,Fast Food,040 65766659,"Outdoor Seating, Serves Jain Food"
Southern Spice,Jubilee Hills,"G-3, Amrutha Enclave, Road 10, Jubilee Hills, Hyderabad",₹900,11 AM to 11 PM,3.1,"South Indian, North Indian, Chinese","+91 9246296891, 040 23552506",Valet Parking Available
Sri Nandini,Kukatpally,"Beside More Store, Phase 6, JNTU Main Road, KPHB Colony, Kukatpally, Hyderabad",₹650,11:30 AM to 11 PM,3.2,"South Indian, North Indian, Chinese","040 40281117, +91 9491411117","Free Parking, Vegetarian Friendly"
Hotel Shanthi Deluxe,Amberpet,"Sri Sai Baba Nagar Colony, Shivam Road, New Nallakunta, Amberpet, Hyderabad",₹200,10 AM to 6 AM,2.4,"North Indian, Chinese, South Indian",Not Available,
Zuka,Kukatpally,"Hotel One Place, Adjacent to Kalamandir, Behind KPHB Bus Stop, Kukatpally, Hyderabad",₹600,10 AM to 11 PM,3.2,"North Indian, Chinese","040 44558899, +91 8008628899","Wifi, Valet Parking Available, Zomato Fulfilled Delivery"
Too Good,Madhapur,"Ayyapa Society Main Road, Opposite Andhra Bank, Beside Durga Temple, Madhapur, Hyderabad",₹250,6:30 PM to 11:30 PM,2.3,Biryani,"+91 9100320323, +91 9100682523",
House of Pops,Banjara Hills,"BNR Colony, Venkat Nagar, Banjara Hills, Hyderabad",₹300,11 AM to 11 PM,3.0,Ice Cream,+91 9032827583,"Outdoor Seating, Desserts and Bakes, Free Parking, Kid Friendly"
Chinese World,Khairatabad,"Beside Traffic Police Station, Near IMAX, Khairatabad, Hyderabad",₹550,11 AM to 11 PM,2.6,"Chinese, Street Food",Not Available,Outdoor Seating
Mana Ruchulu,Srinagar Colony,"Hotel Kens, Plot No. 53, Aurora Colony, Srinagar Colony, Hyderabad",₹450,6 AM to 11 PM,3.4,"Andhra, North Indian, Chinese",040 66121200,Valet Parking Available
Hotel Sukha Sagara,Lakdikapul,"Near Ravindra Bharati, Secretariat Road, Lakdikapul, Hyderabad",₹750,8 AM to 10 PM,2.9,"South Indian, North Indian, Chinese","040 23230479, +91 9849315120",
Mr. Iscreamer's Frozen Kingdom,Moti Nagar,"Opposite to Reliance Fresh, Near Rajiv Nagar X Roads, Moti Nagar, Hyderabad",₹350,6 AM to 1 AM,3.4,"Desserts, Ice Cream",+91 8712111462,"Outdoor Seating, Wifi, Desserts and Bakes"
Hyderabad Spices,Attapur,"Near Janapriya Apartments, Hyderguda, Attapur, Hyderabad","₹2,000","11 AM to 2:30 PM, 7 PM to 9:30 PM (Mon-Sat), 11 AM to 2:30 PM (Sun)",2.7,"North Indian, Chinese, Biryani","+91 9032024849, 040 60504849",
Kones & Stones,Gachibowli,"Gachibowli, Hyderabad",₹500,11:30 AM to 11:30 PM,2.4,"Ice Cream, Beverages",+91 9000508426,"Desserts and Bakes, Outdoor Seating"
Udipi's Upahar,Koti,"Opposite Muthoot, Esamia Bazaar, Koti, Hyderabad",₹200,9 AM to 9:30 PM,3.4,"South Indian, North Indian, Chinese",+91 7093005435,
Green Bawarchi Restaurant,Hafeezpet,"Near Madinaguda Bus Stop, Mumbai Highway, Hafeezpet, Hyderabad",₹700,11:30 AM to 11 PM,3.4,"North Indian, Biryani, Chinese",+91 9392554099,
Golden Crown Hotel,Musheerabad,"Opposite Municipality Park, Padmarao Nagar Road, Musheerabad, Secunderabad",₹650,5 AM to 11 PM,3.4,"North Indian, Biryani, Mughlai",+91 9985834348,
Noor & Ahaana'z Kitchen,Malakpet,"Flat 501, Zanah Star Apartment, Opposite Meghana Degree Collage, Moosarambagh, Amberpet Road, Malakpet, Hyderabad",₹400,"11:30 AM to 4:30 PM, 7 PM to 11 PM",3.4,Hyderabadi,"+91 9346456987, +91 9394528637",
Amantran,Himayath Nagar,"178, Ground Floor, Ramakrishna Matt, Opposite Indira Park, Domalguda, Himayath Nagar, Hyderabad",₹300,11 AM to 11 PM,2.9,Bengali,"040 65140170, +91 9866413421",
Tease - Vivanta by Taj,Begumpet,"Vivanta By Taj, 1-10-147 & 148, Mayuri Marg, Begumpet, Hyderabad",₹700,"7 PM to 12 Midnight (Fri-Sun), Mon, Tue, Wed & Thu Closed",3.4,Finger Food,040 67252626,Nightlife
Noodle House,Amberpet,"2-2-647/18/A/9, Azam Complex, C E Colony, Amberpet, Hyderabad",₹300,12:30 PM to 10:45 PM,3.0,Chinese,+91 9000800886,Outdoor Seating
Peth Puja,Attapur,"Pillar 143, Near Pochamma Temple, Hyderguda, Attapur, Hyderabad",₹200,5:30 PM to 11:30 PM,2.4,"Street Food, Chinese, North Indian","040 60122333, 040 24018255",
Liu's Chinese Restaurant,S D Road,"104 & 105, Karan Centre, S D Road, Secunderabad",₹950,7 AM to 11:30 PM,3.6,"Chinese, Seafood","040 27890052, 040 27890053",
Good Lands Restaurant,Tarnaka,"Next To Aradhana Theatre, Tarnaka, Hyderabad",₹550,12 Noon to 11 PM,2.9,"North Indian, Chinese, Biryani","040 27018550, +91 9908012569","Outdoor Seating, Valet Parking Available"
